income,loan_amount,monthly_units,vehicle_type,eco_score,loan_status
63000.0,25000.0,491,0,1,0
33000.0,10725.0,586,0,1,0
145000.0,10000.0,542,1,0,1
48000.0,11000.0,416,1,0,1
90000.0,16000.0,195,0,2,0
90000.0,10000.0,407,0,1,0
84700.0,23500.0,570,0,1,1
89000.0,24000.0,101,1,1,1
65000.0,8000.0,134,1,1,1
35000.0,5000.0,493,0,1,1
170000.0,5000.0,565,1,0,1
58000.0,16725.0,103,0,2,0
56000.0,8000.0,565,0,1,1
88500.0,33000.0,384,1,0,0
35000.0,10400.0,509,1,0,0
75000.0,24000.0,139,0,2,0
150000.0,10000.0,510,1,0,0
42900.0,15000.0,595,1,0,0
65000.0,10400.0,454,1,0,1
25000.0,9000.0,204,0,2,0
51000.0,14400.0,468,1,0,0
24000.0,12000.0,411,1,0,0
60000.0,8000.0,388,0,1,1
100000.0,7200.0,277,0,2,0
95000.0,28000.0,597,0,1,1
48000.0,10000.0,435,0,1,1
59304.0,14425.0,543,1,0,0
67500.0,20400.0,491,1,0,1
54000.0,20000.0,203,1,1,0
53000.0,15000.0,230,0,2,0
70000.0,22400.0,108,0,2,1
45000.0,9000.0,500,1,0,1
41558.0,12450.0,165,0,2,0
110000.0,7000.0,283,1,1,1
85000.0,15000.0,526,1,0,0
55000.0,16225.0,358,0,1,1
100000.0,12000.0,341,0,1,1
136000.0,34175.0,244,0,2,0
75000.0,17000.0,190,1,1,0
90000.0,35000.0,385,0,1,0
65000.0,20000.0,319,0,1,1
38000.0,1800.0,153,1,1,1
65000.0,12000.0,527,0,1,1
275000.0,22400.0,466,1,0,0
25000.0,5000.0,496,0,1,1
50169.0,20500.0,512,1,0,0
52000.0,21575.0,137,0,2,0
34000.0,11900.0,555,1,0,1
85000.0,15000.0,524,1,0,1
22140.0,7200.0,566,1,0,0
38000.0,19000.0,396,1,0,0
62000.0,23700.0,198,1,1,0
63000.0,21000.0,534,0,1,1
60000.0,13575.0,379,1,0,1
45000.0,12000.0,476,0,1,1
135000.0,8000.0,598,1,0,0
45000.0,10000.0,534,0,1,1
80350.0,15000.0,255,1,1,1
30000.0,15000.0,489,1,0,1
59613.0,10000.0,233,0,2,0
40000.0,6000.0,292,0,2,1
40000.0,7325.0,317,0,1,1
50000.0,8000.0,507,1,0,1
32000.0,11200.0,265,1,1,0
75000.0,12000.0,253,0,2,1
52000.0,10000.0,313,0,1,1
31000.0,10000.0,127,0,2,0
127000.0,19750.0,146,0,2,1
100000.0,20800.0,169,1,1,1
220000.0,18000.0,383,0,1,1
46000.0,20000.0,209,0,2,1
75000.0,18000.0,455,0,1,0
115000.0,2000.0,349,0,1,0
75000.0,30000.0,350,1,0,0
78000.0,11000.0,531,0,1,1
80000.0,14000.0,425,1,0,0
50000.0,17000.0,100,0,2,1
53000.0,21200.0,310,0,1,0
125000.0,23825.0,292,0,2,0
36000.0,12000.0,546,0,1,0
52000.0,15075.0,410,0,1,0
46000.0,8000.0,476,1,0,1
116000.0,35000.0,388,0,1,0
207000.0,16000.0,246,1,1,0
52000.0,2800.0,376,0,1,1
24000.0,10550.0,531,0,1,0
105000.0,25000.0,164,0,2,0
62000.0,25000.0,362,1,0,1
80000.0,4200.0,557,1,0,0
150000.0,33600.0,354,0,1,0
55000.0,19050.0,474,1,0,1
67000.0,5000.0,378,0,1,1
95000.0,5000.0,263,1,1,1
70500.0,3600.0,578,0,1,1
96000.0,28000.0,254,1,1,1
100000.0,21900.0,155,0,2,1
108000.0,35000.0,563,0,1,0
100000.0,5000.0,522,1,0,1
54000.0,7200.0,327,1,0,1
55000.0,8000.0,146,1,1,0
160000.0,26875.0,542,0,1,0
75000.0,20700.0,151,0,2,1
50000.0,8000.0,420,0,1,1
65000.0,32450.0,144,0,2,0
55000.0,15000.0,467,1,0,0
123000.0,13600.0,457,1,0,1
121900.0,20000.0,492,0,1,1
38300.0,5775.0,497,0,1,0
65000.0,12000.0,279,0,2,0
81000.0,27950.0,115,1,1,0
80000.0,10650.0,128,0,2,0
56000.0,20000.0,394,1,0,0
98000.0,35000.0,221,1,1,0
51000.0,10000.0,471,0,1,1
48000.0,12000.0,456,1,0,1
160000.0,35000.0,522,0,1,1
64000.0,20000.0,286,0,2,0
65000.0,5000.0,166,1,1,1
30000.0,12000.0,560,1,0,1
46000.0,15000.0,386,0,1,1
85000.0,10000.0,241,1,1,1
52000.0,16000.0,335,0,1,0
67000.0,4800.0,369,0,1,1
130000.0,7500.0,490,0,1,1
38000.0,13000.0,414,0,1,1
55000.0,12000.0,400,1,0,1
135000.0,20000.0,599,0,1,0
50000.0,8000.0,432,1,0,1
48000.0,3125.0,128,0,2,0
500000.0,32000.0,301,1,0,1
55000.0,10000.0,192,1,1,0
72800.0,17025.0,209,0,2,0
52000.0,14000.0,417,1,0,0
38000.0,6000.0,419,0,1,0
75000.0,20000.0,121,1,1,0
100000.0,12000.0,178,1,1,1
65000.0,29900.0,452,1,0,1
170000.0,21500.0,401,1,0,1
80000.0,35000.0,378,0,1,1
150000.0,35000.0,503,0,1,0
78000.0,12000.0,492,0,1,0
60000.0,6000.0,496,1,0,1
114000.0,30000.0,452,0,1,1
48000.0,12000.0,535,0,1,1
60000.0,12150.0,221,0,2,0
100000.0,8000.0,142,0,2,1
42000.0,15100.0,116,1,1,0
53185.0,7000.0,542,1,0,1
69000.0,11000.0,160,0,2,0
85000.0,3600.0,217,1,1,1
80000.0,8000.0,337,0,1,0
130000.0,3600.0,420,0,1,1
55000.0,18000.0,282,1,1,0
75000.0,15000.0,344,0,1,0
40000.0,10825.0,231,1,1,0
178500.0,18000.0,165,1,1,1
30000.0,4000.0,370,1,0,1
59000.0,14600.0,134,0,2,1
36000.0,8500.0,180,1,1,1
36000.0,5000.0,365,0,1,1
75000.0,35000.0,111,1,1,0
90000.0,35000.0,215,0,2,1
120000.0,21000.0,452,1,0,0
49200.0,10000.0,481,1,0,0
75000.0,16300.0,285,1,1,1
35000.0,11750.0,103,0,2,0
96310.0,35000.0,417,0,1,0
98000.0,28800.0,353,1,0,0
100000.0,35000.0,261,1,1,0
132000.0,35000.0,116,0,2,1
31368.0,5500.0,317,0,1,1
110000.0,30000.0,412,0,1,0
50000.0,5000.0,421,1,0,0
41198.0,8000.0,249,0,2,1
34000.0,10000.0,281,0,2,0
59000.0,6000.0,293,1,1,1
52000.0,20000.0,242,0,2,1
72000.0,8000.0,408,1,0,0
47000.0,9000.0,311,0,1,1
98000.0,14400.0,566,0,1,1
56000.0,9500.0,589,0,1,1
45000.0,15300.0,290,0,2,1
75000.0,15000.0,251,0,2,1
75000.0,7500.0,528,0,1,1
103000.0,20000.0,306,0,1,1
25000.0,5900.0,240,1,1,1
108000.0,18000.0,522,0,1,1
67000.0,15000.0,211,0,2,1
80000.0,16000.0,252,0,2,1
25000.0,10500.0,476,1,0,0
88000.0,25000.0,104,1,1,1
247000.0,13600.0,286,1,1,1
139000.0,35000.0,219,0,2,0
64627.0,9550.0,583,0,1,0
45000.0,21600.0,406,1,0,1
45000.0,6300.0,423,0,1,1
65000.0,8000.0,163,0,2,1
52188.0,22950.0,309,1,0,0
45000.0,8000.0,467,0,1,1
56000.0,24150.0,580,1,0,0
150000.0,35000.0,189,1,1,1
17000.0,3000.0,182,0,2,0
65000.0,10000.0,526,1,0,0
150000.0,12000.0,181,1,1,0
80000.0,10000.0,499,1,0,1
40000.0,15600.0,184,0,2,0
51000.0,15000.0,315,0,1,0
33000.0,10650.0,247,0,2,1
60000.0,11050.0,598,1,0,0
58000.0,13200.0,403,1,0,1
42000.0,6000.0,453,1,0,0
27500.0,13750.0,359,1,0,1
50000.0,11000.0,266,1,1,1
162000.0,24000.0,146,1,1,1
83000.0,7000.0,101,1,1,1
114000.0,15250.0,459,0,1,0
40600.0,10000.0,353,0,1,1
55000.0,16800.0,124,1,1,1
150000.0,35000.0,353,0,1,1
60000.0,20000.0,346,0,1,1
35000.0,5000.0,542,0,1,0
70000.0,15000.0,235,0,2,1
62000.0,20000.0,379,1,0,1
110000.0,11000.0,469,0,1,1
55000.0,25000.0,282,1,1,0
45000.0,7500.0,189,1,1,1
120000.0,24000.0,190,0,2,0
30200.0,10000.0,118,1,1,1
56600.0,19225.0,256,1,1,0
54000.0,20550.0,123,1,1,0
90000.0,12800.0,560,1,0,1
133308.0,21000.0,282,0,2,1
24800.0,8425.0,383,1,0,0
43507.2,5000.0,443,0,1,1
90000.0,28000.0,423,1,0,1
43000.0,5600.0,188,0,2,1
210000.0,17000.0,131,1,1,1
75000.0,12000.0,450,0,1,1
117000.0,18000.0,576,0,1,0
52000.0,12000.0,417,1,0,1
83000.0,25000.0,335,0,1,0
52000.0,7000.0,423,0,1,1
33600.0,5000.0,346,0,1,1
62000.0,12000.0,383,1,0,1
76000.0,12000.0,116,1,1,0
350000.0,30000.0,288,1,1,1
51000.0,10000.0,223,0,2,1
37000.0,4000.0,159,0,2,1
40000.0,11000.0,243,0,2,0
92892.0,34100.0,224,0,2,1
155000.0,20000.0,293,0,2,0
107000.0,24000.0,544,0,1,0
97500.0,16000.0,358,1,0,0
75238.0,8000.0,407,0,1,0
60000.0,5000.0,552,0,1,0
80000.0,12000.0,240,0,2,1
54000.0,1400.0,551,1,0,1
100000.0,5000.0,370,0,1,1
75000.0,6000.0,219,0,2,0
80000.0,8000.0,251,1,1,0
147000.0,24000.0,398,1,0,1
78000.0,15275.0,197,1,1,1
77500.0,3000.0,214,0,2,1
60000.0,10000.0,194,0,2,1
294000.0,25225.0,409,0,1,0
85000.0,25000.0,478,1,0,0
160000.0,20000.0,521,1,0,1
100000.0,30000.0,474,0,1,0
140000.0,24000.0,284,1,1,0
78000.0,34300.0,292,1,1,1
99413.0,25000.0,126,0,2,1
41000.0,15000.0,214,0,2,1
65000.0,15000.0,509,1,0,1
57500.0,24150.0,133,1,1,0
110000.0,12250.0,193,0,2,0
37700.0,3600.0,500,0,1,1
50000.0,6000.0,486,1,0,0
43000.0,17200.0,482,0,1,1
65000.0,24000.0,239,0,2,0
110000.0,10000.0,568,0,1,0
100000.0,14000.0,306,0,1,0
82500.0,6000.0,511,1,0,1
50000.0,12000.0,209,0,2,1
89000.0,15000.0,381,0,1,0
97379.0,35000.0,338,0,1,1
79632.0,16625.0,566,1,0,0
42000.0,18475.0,130,0,2,1
135000.0,33600.0,141,1,1,0
101000.0,12000.0,143,1,1,1
42000.0,7000.0,567,0,1,1
80000.0,10000.0,335,0,1,1
34000.0,14000.0,111,0,2,1
75000.0,16000.0,433,1,0,0
45000.0,16150.0,575,1,0,0
75181.21,24000.0,527,1,0,0
68000.0,25000.0,143,1,1,0
109000.0,21000.0,318,0,1,1
80000.0,9600.0,388,0,1,0
60000.0,20475.0,256,1,1,1
45000.0,15000.0,248,0,2,1
62500.0,23800.0,362,0,1,0
52000.0,2400.0,527,0,1,1
70000.0,29400.0,177,0,2,0
87000.0,12000.0,282,0,2,0
46000.0,10000.0,485,0,1,1
110000.0,30000.0,157,0,2,0
38200.0,10000.0,474,0,1,0
47800.0,20000.0,175,1,1,0
76500.0,25000.0,488,0,1,0
70000.0,15000.0,260,0,2,1
150000.0,28000.0,583,1,0,1
142000.0,16000.0,100,0,2,0
62640.0,24000.0,423,1,0,0
49872.95,22925.0,468,0,1,0
76000.0,11400.0,492,0,1,1
55000.0,15000.0,371,1,0,0
76000.0,10000.0,589,1,0,1
63000.0,12000.0,296,1,1,1
19000.0,5000.0,218,1,1,1
57900.0,6025.0,480,0,1,1
94000.0,27000.0,568,1,0,0
50000.0,21000.0,297,0,2,0
84000.0,18000.0,157,0,2,0
120000.0,14000.0,197,1,1,1
51000.0,6000.0,576,1,0,1
88915.0,15000.0,114,1,1,0
66000.0,20000.0,549,0,1,0
50000.0,20000.0,459,1,0,0
29500.0,12000.0,264,0,2,1
65000.0,12000.0,154,0,2,1
45000.0,6600.0,102,1,1,1
48000.0,6000.0,561,1,0,0
65000.0,9600.0,260,1,1,1
140000.0,30000.0,308,1,0,1
120000.0,18000.0,332,1,0,0
88000.0,13525.0,310,0,1,1
160000.0,10000.0,157,1,1,1
53000.0,15600.0,277,0,2,0
45000.0,14000.0,475,1,0,1
66000.0,24000.0,241,1,1,1
53000.0,20000.0,293,1,1,1
69000.0,20900.0,391,1,0,0
115000.0,20000.0,515,1,0,1
55000.0,6000.0,596,1,0,1
80000.0,18000.0,160,0,2,0
66466.0,24000.0,329,0,1,0
140000.0,28000.0,147,1,1,0
72800.0,5500.0,218,0,2,1
72000.0,12000.0,102,0,2,0
103000.0,35000.0,581,0,1,0
124000.0,35000.0,584,0,1,1
45000.0,10000.0,229,0,2,1
50000.0,20000.0,515,0,1,1
36000.0,4900.0,434,1,0,1
128000.0,10000.0,542,1,0,0
89000.0,1400.0,122,0,2,1
50000.0,15000.0,247,1,1,0
65710.0,10000.0,449,0,1,0
85000.0,21575.0,173,0,2,0
26679.38,12250.0,469,0,1,0
75000.0,25000.0,372,1,0,0
75000.0,20400.0,253,0,2,1
400000.0,35000.0,465,1,0,0
98000.0,18000.0,548,0,1,0
39400.0,10000.0,590,1,0,1
47000.0,4000.0,575,0,1,1
72000.0,26400.0,496,1,0,1
70000.0,28000.0,160,0,2,0
65000.0,25000.0,237,0,2,0
70000.0,12000.0,585,0,1,1
47000.0,19725.0,308,1,0,0
145000.0,30000.0,112,0,2,0
120000.0,35000.0,444,0,1,1
70000.0,20000.0,387,1,0,0
83000.0,21000.0,561,0,1,1
120000.0,18000.0,269,1,1,1
75000.0,26000.0,469,1,0,1
142000.0,19200.0,423,0,1,0
48500.0,10000.0,156,0,2,1
36000.0,7000.0,121,0,2,0
60000.0,6000.0,505,1,0,1
50000.0,18725.0,176,1,1,0
150000.0,22400.0,400,1,0,1
52000.0,12000.0,487,0,1,0
90000.0,10000.0,150,0,2,1
50000.0,7500.0,479,1,0,1
58000.0,25000.0,520,1,0,0
110000.0,13200.0,159,0,2,1
75000.0,35000.0,125,0,2,0
30000.0,7500.0,157,1,1,1
60000.0,7000.0,163,0,2,1
51000.0,8000.0,434,0,1,0
92500.0,29000.0,439,1,0,0
64000.0,23700.0,527,1,0,0
225000.0,35000.0,309,0,1,0
70000.0,10500.0,157,0,2,1
107000.0,35000.0,266,0,2,1
31000.0,13625.0,107,0,2,0
51000.0,13600.0,229,0,2,0
43700.0,6000.0,444,1,0,1
48000.0,5000.0,219,1,1,1
45000.0,20250.0,523,1,0,0
45000.0,15000.0,134,1,1,0
115000.0,35000.0,533,0,1,0
55000.0,11625.0,307,1,0,0
76980.0,35000.0,383,1,0,0
52000.0,24000.0,207,1,1,0
35000.0,12000.0,458,1,0,0
80000.0,27000.0,460,1,0,1
51000.0,23450.0,266,1,1,1
285000.0,12000.0,421,0,1,1
91000.0,35000.0,100,1,1,0
114400.0,2800.0,194,0,2,1
55000.0,17500.0,556,0,1,0
72000.0,15000.0,389,0,1,1
40000.0,16800.0,530,1,0,1
75000.0,9000.0,211,0,2,1
132000.0,34125.0,133,1,1,0
101000.0,22500.0,188,0,2,0
43600.0,15675.0,375,1,0,1
36000.0,12950.0,276,0,2,1
100000.0,5950.0,530,0,1,1
70000.0,10000.0,300,0,1,1
45000.0,12000.0,116,0,2,1
62000.0,20000.0,203,1,1,0
79000.0,6000.0,290,1,1,1
35000.0,11200.0,340,1,0,0
42000.0,3000.0,527,0,1,1
46000.0,18000.0,349,1,0,1
73000.0,13200.0,517,1,0,0
100000.0,5000.0,444,1,0,1
106000.0,4200.0,229,0,2,0
25000.0,5000.0,218,1,1,0
62000.0,20000.0,502,0,1,0
80000.0,20000.0,190,1,1,0
48000.0,20000.0,536,1,0,0
150000.0,10000.0,498,0,1,0
80000.0,10000.0,230,0,2,1
54000.0,18025.0,114,0,2,0
110000.0,30000.0,465,1,0,0
37500.0,10200.0,481,1,0,0
100000.0,28000.0,582,0,1,1
112000.0,13000.0,252,1,1,1
48000.0,13000.0,271,1,1,0
62900.0,28925.0,315,0,1,0
44000.0,15000.0,175,0,2,0
99000.0,15600.0,380,0,1,0
34000.0,11900.0,145,1,1,0
41104.0,10525.0,574,1,0,1
74000.0,15000.0,308,1,0,1
40000.0,13000.0,575,0,1,0
56035.0,21275.0,246,0,2,1
100000.0,30000.0,345,0,1,1
45000.0,5600.0,164,0,2,1
165000.0,24000.0,231,1,1,1
120000.0,16000.0,222,0,2,1
40000.0,14400.0,342,0,1,0
74500.0,9600.0,518,0,1,1
125000.0,10000.0,572,0,1,0
60000.0,10000.0,359,1,0,0
75000.0,16000.0,562,0,1,0
53000.0,15000.0,498,0,1,1
45000.0,12500.0,332,1,0,1
123000.0,4900.0,180,0,2,1
80000.0,33600.0,365,0,1,1
87000.0,6400.0,160,0,2,1
37311.0,7000.0,428,1,0,1
60000.0,12000.0,569,1,0,0
45000.0,20250.0,178,1,1,1
45000.0,9600.0,351,0,1,0
38000.0,12000.0,300,1,0,1
94600.0,17700.0,181,0,2,0
90000.0,16000.0,415,0,1,1
98000.0,35000.0,513,0,1,0
135000.0,28000.0,165,1,1,1
60000.0,9600.0,168,1,1,1
95000.0,30000.0,106,1,1,0
70000.0,14400.0,106,0,2,1
29580.0,7200.0,277,1,1,1
61259.0,18700.0,406,1,0,0
135000.0,35000.0,269,0,2,0
90000.0,9000.0,282,1,1,1
45000.0,9475.0,481,1,0,1
150000.0,15000.0,192,1,1,1
66200.0,10000.0,455,1,0,1
74967.0,5000.0,382,0,1,1
77000.0,24000.0,341,0,1,0
80000.0,20000.0,214,1,1,0
85000.0,10875.0,447,1,0,1
65000.0,29900.0,464,1,0,1
109500.0,35000.0,265,1,1,1
113900.0,15000.0,372,0,1,0
75000.0,10000.0,261,0,2,1
53000.0,1600.0,453,0,1,1
34000.0,14000.0,541,0,1,0
113500.0,16000.0,354,1,0,0
92000.0,12000.0,276,1,1,1
108000.0,28800.0,288,0,2,0
65000.0,9500.0,407,1,0,1
60000.0,13500.0,263,1,1,0
74796.8,9425.0,248,1,1,1
87000.0,23650.0,577,1,0,0
65000.0,10000.0,163,1,1,1
104000.0,21000.0,239,1,1,1
33000.0,10000.0,187,0,2,0
110000.0,20000.0,386,0,1,0
52000.0,15000.0,274,0,2,1
200000.0,24000.0,571,1,0,1
40000.0,17600.0,240,1,1,1
105000.0,15500.0,320,0,1,1
40000.0,17600.0,521,1,0,1
155000.0,27300.0,302,0,1,1
43000.0,1500.0,481,1,0,1
41175.0,6000.0,194,1,1,1
100000.0,14500.0,436,0,1,1
42000.0,15000.0,122,0,2,1
70000.0,11850.0,347,1,0,1
95000.0,16000.0,442,1,0,0
114000.0,2400.0,102,0,2,1
80000.0,20000.0,518,1,0,0
55000.0,15200.0,559,1,0,1
52000.0,11400.0,331,0,1,1
68557.0,22400.0,548,0,1,1
58400.45,26850.0,460,0,1,0
45000.0,3000.0,225,0,2,1
75000.0,28500.0,278,0,2,0
76000.0,24000.0,214,1,1,1
78000.0,19400.0,213,1,1,1
20000.0,10000.0,487,0,1,0
51000.0,7000.0,201,1,1,1
103000.0,2850.0,547,1,0,0
78000.0,35000.0,426,1,0,1
50000.0,6000.0,193,0,2,1
50000.0,5600.0,275,1,1,1
28000.0,8000.0,592,1,0,1
70000.0,20000.0,381,0,1,1
163000.0,9000.0,103,1,1,1
46000.0,12000.0,377,0,1,0
59000.0,6000.0,414,0,1,0
40800.0,3000.0,171,0,2,0
93000.0,12000.0,593,0,1,1
55000.0,10000.0,490,1,0,0
85000.0,15000.0,586,1,0,0
65000.0,15000.0,218,1,1,1
52000.0,10000.0,530,0,1,0
116000.0,5000.0,412,1,0,0
30000.0,10000.0,334,1,0,1
87000.0,25000.0,341,1,0,0
95000.0,19775.0,258,1,1,1
52000.0,18700.0,252,1,1,0
220000.0,35000.0,354,1,0,1
80000.0,15000.0,172,1,1,0
79000.0,25000.0,486,0,1,0
35000.0,12000.0,175,1,1,0
56000.0,20150.0,458,0,1,1
52000.0,20800.0,206,0,2,0
42000.0,10800.0,211,0,2,1
79000.0,29025.0,593,1,0,0
90000.0,9600.0,240,0,2,1
68000.0,7200.0,428,1,0,1
60000.0,15000.0,130,1,1,0
42000.0,9000.0,419,0,1,1
36400.0,2000.0,308,1,0,1
65000.0,20000.0,345,1,0,1
93000.0,30000.0,477,0,1,0
65000.0,16000.0,350,0,1,1
52180.0,6000.0,374,1,0,1
86564.0,2000.0,589,0,1,1
80000.0,16000.0,587,1,0,1
70000.0,30800.0,490,0,1,0
42000.0,16700.0,284,1,1,0
139000.0,20000.0,295,0,2,1
60000.0,12000.0,222,0,2,1
35000.0,14700.0,347,0,1,1
30000.0,5950.0,521,0,1,1
88000.0,20000.0,319,1,0,1
70000.0,15000.0,346,1,0,0
100000.0,35000.0,142,0,2,0
60000.0,1600.0,596,1,0,1
39000.0,7500.0,167,0,2,1
150000.0,18000.0,310,1,0,0
90000.0,21000.0,540,0,1,0
50000.0,12000.0,463,0,1,0
71650.0,5000.0,192,1,1,1
200000.0,18000.0,365,0,1,0
40000.0,18000.0,505,1,0,0
55000.0,24200.0,321,0,1,1
80000.0,7000.0,311,1,0,1
45000.0,16200.0,528,0,1,1
90000.0,25000.0,180,0,2,1
93811.0,15000.0,420,0,1,0
65000.0,8025.0,413,0,1,1
48000.0,10000.0,590,0,1,1
145000.0,35000.0,585,1,0,1
50000.0,5600.0,190,0,2,1
32000.0,7000.0,498,0,1,1
70000.0,18075.0,165,0,2,1
45000.0,4650.0,194,1,1,0
155000.0,15000.0,522,1,0,1
45000.0,9000.0,351,1,0,0
61000.0,15125.0,304,0,1,0
70000.0,10000.0,217,0,2,1
63000.0,10000.0,249,0,2,0
110000.0,5600.0,526,1,0,1
99829.0,2500.0,363,1,0,1
62000.0,14000.0,399,0,1,1
36000.0,5000.0,129,1,1,1
70000.0,7925.0,472,0,1,0
110000.0,10000.0,443,0,1,1
16114.0,8050.0,233,1,1,0
60000.0,6500.0,143,0,2,1
65000.0,15000.0,439,0,1,1
79000.0,10500.0,257,1,1,1
8328.0,2400.0,416,0,1,0
62988.0,25175.0,242,1,1,0
103000.0,30000.0,116,1,1,1
120000.0,20075.0,568,0,1,1
124596.0,14000.0,205,1,1,1
46000.0,10000.0,168,0,2,0
80000.0,8400.0,360,0,1,1
34100.0,13625.0,583,1,0,1
73000.0,16000.0,168,0,2,0
55000.0,11000.0,284,1,1,0
50000.0,7000.0,185,1,1,1
94000.0,13000.0,131,1,1,0
65000.0,12000.0,133,0,2,0
60000.0,8650.0,348,1,0,0
88000.0,35000.0,376,0,1,0
65500.0,15000.0,268,1,1,1
44000.0,22000.0,445,1,0,0
50400.0,13625.0,121,1,1,1
50000.0,6000.0,213,1,1,0
120000.0,10000.0,119,0,2,1
52000.0,12000.0,476,1,0,0
110000.0,30000.0,439,0,1,0
55000.0,20000.0,450,0,1,0
120000.0,21125.0,120,0,2,0
162000.0,21000.0,308,0,1,0
60000.0,20000.0,148,0,2,0
40000.0,2500.0,424,1,0,0
42000.0,17625.0,205,0,2,0
110000.0,28000.0,362,1,0,0
73500.0,10000.0,439,1,0,1
51300.0,8500.0,143,0,2,1
40000.0,13375.0,303,1,0,0
90000.0,15000.0,399,0,1,1
80000.0,16200.0,506,0,1,0
40000.0,8000.0,470,1,0,1
45000.0,4800.0,363,1,0,1
89512.0,2600.0,397,1,0,1
72000.0,15000.0,239,1,1,0
225000.0,21000.0,570,0,1,0
85000.0,27000.0,404,0,1,0
30000.0,9650.0,370,0,1,1
54000.0,10000.0,380,1,0,1
67800.0,5000.0,460,0,1,1
85000.0,17500.0,422,0,1,1
56000.0,3500.0,585,0,1,1
130000.0,30000.0,289,0,2,1
29524.32,8750.0,452,0,1,0
106500.0,7000.0,428,1,0,1
27888.0,3500.0,488,1,0,0
11520.0,5000.0,255,1,1,1
45000.0,5000.0,281,1,1,1
85000.0,14400.0,131,1,1,1
65000.0,1000.0,565,1,0,0
41000.0,3500.0,434,0,1,0
110000.0,33600.0,130,1,1,0
125000.0,16000.0,522,1,0,1
38000.0,2000.0,477,1,0,1
34700.0,10000.0,551,1,0,1
48000.0,12675.0,125,0,2,0
85000.0,11000.0,479,0,1,1
104827.0,35000.0,272,1,1,0
60000.0,18000.0,387,0,1,1
53000.0,8500.0,223,1,1,1
54000.0,3500.0,587,0,1,0
220000.0,25000.0,264,0,2,0
31452.0,6000.0,531,1,0,0
58000.0,5400.0,145,1,1,1
52000.0,8975.0,185,0,2,0
130000.0,35000.0,462,0,1,1
122400.0,3500.0,401,1,0,1
88000.0,21000.0,363,0,1,0
50000.0,16800.0,280,1,1,1
80000.0,5000.0,481,0,1,1
95660.0,28000.0,325,0,1,0
120000.0,18000.0,300,1,0,1
35600.0,14225.0,541,0,1,0
101000.0,6000.0,394,0,1,1
103000.0,28800.0,469,1,0,0
58000.0,7100.0,522,1,0,0
125000.0,16000.0,485,0,1,0
60000.0,15000.0,313,1,0,1
45000.0,11000.0,521,1,0,1
85000.0,14400.0,378,1,0,0
52000.0,5000.0,176,1,1,0
60000.0,12500.0,142,0,2,0
80000.0,16800.0,167,0,2,1
57000.0,20000.0,181,0,2,0
75000.0,24000.0,467,0,1,0
80000.0,10000.0,389,0,1,1
70000.0,20000.0,457,0,1,1
30000.0,7200.0,443,1,0,1
62000.0,19825.0,384,0,1,0
65000.0,20000.0,281,0,2,1
70000.0,7200.0,133,0,2,1
78000.0,12000.0,456,0,1,0
40000.0,16800.0,454,1,0,0
80000.0,20000.0,101,1,1,0
30000.0,6000.0,553,1,0,1
50000.0,10000.0,363,0,1,0
65000.0,22325.0,516,0,1,0
90000.0,10125.0,211,0,2,1
52000.0,1600.0,127,0,2,1
130000.0,3500.0,452,0,1,1
145000.0,30000.0,307,0,1,0
62400.0,24000.0,454,0,1,0
92500.0,35000.0,343,0,1,0
100000.0,23000.0,168,1,1,1
90000.0,7500.0,366,1,0,1
42000.0,14275.0,244,0,2,0
63000.0,18000.0,222,0,2,1
175000.0,25000.0,499,1,0,1
200000.0,30000.0,103,0,2,0
64500.0,12000.0,357,1,0,1
101000.0,25000.0,371,1,0,0
103000.0,35000.0,338,0,1,0
80000.0,10150.0,218,0,2,0
52800.0,18000.0,318,1,0,1
71000.0,7000.0,350,0,1,1
95000.0,15000.0,287,0,2,0
120000.0,15000.0,449,1,0,0
55000.0,8800.0,310,0,1,1
110000.0,12000.0,111,0,2,1
108000.0,15000.0,190,1,1,1
70000.0,20650.0,565,1,0,0
60000.0,14825.0,341,0,1,0
50000.0,10000.0,297,1,1,1
52000.0,18000.0,139,1,1,1
40000.0,16000.0,253,0,2,0
85000.0,14000.0,270,0,2,1
55000.0,13000.0,473,1,0,1
150000.0,12000.0,358,0,1,1
135000.0,35000.0,180,0,2,1
59000.0,11500.0,304,0,1,0
68000.0,18000.0,218,1,1,1
90000.0,2000.0,252,1,1,1
150000.0,15000.0,261,0,2,1
18000.0,5075.0,162,1,1,0
75000.0,17000.0,544,0,1,0
68000.0,4200.0,122,0,2,1
100000.0,20700.0,384,1,0,1
80000.0,21125.0,222,1,1,1
50000.0,20800.0,481,1,0,0
92000.0,10000.0,305,0,1,0
50000.0,15000.0,332,1,0,1
76832.0,22100.0,298,1,1,0
52000.0,16000.0,544,0,1,0
165000.0,3500.0,104,1,1,1
79634.0,28750.0,544,0,1,1
97000.0,24000.0,428,1,0,0
40000.0,11525.0,222,0,2,1
102300.0,27200.0,228,0,2,0
50000.0,18000.0,103,1,1,1
166400.0,35000.0,368,0,1,0
125000.0,35000.0,363,1,0,0
60000.0,2400.0,337,0,1,1
47000.0,5000.0,513,1,0,1
35200.0,3700.0,569,1,0,1
67000.0,5000.0,502,0,1,0
14000.0,6150.0,273,1,1,0
65000.0,4000.0,395,1,0,0
111216.0,35000.0,289,0,2,0
31200.0,3000.0,586,0,1,1
91000.0,4200.0,449,0,1,0
