income,loan_amount,monthly_units,vehicle_type,eco_score,loan_status,job_type,loan_history,fuel_type,credit_score
45000.0,15000.0,548,1,2,1,Govt,Ongoing,Electric,610
120000.0,18000.0,300,1,1,1,Self,Paid,Diesel,788
70000.0,12875.0,211,1,2,1,Self,Ongoing,Petrol,602
100000.0,22000.0,295,0,2,1,Govt,Ongoing,Petrol,613
32000.0,16000.0,326,0,1,1,Govt,No History,Diesel,676
83700.0,21000.0,179,0,2,0,MNC,Ongoing,Petrol,606
147000.0,24000.0,398,1,2,1,Self,Ongoing,Petrol,651
47000.0,5500.0,196,1,2,1,Self,Ongoing,Petrol,657
82988.0,20000.0,391,1,2,1,Govt,No History,Petrol,678
50000.0,25000.0,492,1,2,0,Self,Paid,Electric,782
84000.0,5000.0,471,1,0,1,Self,Ongoing,Diesel,645
145000.0,24000.0,517,1,2,1,Govt,Paid,Electric,711
180000.0,32000.0,119,1,2,1,Self,Ongoing,Diesel,683
130000.0,12000.0,429,0,1,1,Govt,Paid,Petrol,759
45000.0,3400.0,398,1,1,1,Self,Paid,Diesel,719
50000.0,20000.0,302,1,2,1,Self,No History,Electric,726
50000.0,12000.0,584,1,0,1,MNC,Paid,Diesel,731
55000.0,16500.0,207,1,1,1,Self,No History,Diesel,700
52000.0,14000.0,201,0,2,1,Govt,No History,Electric,667
80000.0,22000.0,104,0,2,1,Govt,Paid,Petrol,745
50000.0,13800.0,176,0,2,1,MNC,Ongoing,Petrol,612
59000.0,6000.0,293,1,2,1,Self,No History,Electric,720
60000.0,13000.0,275,0,2,0,Govt,Paid,Petrol,742
45000.0,12500.0,423,0,1,1,Self,Paid,Petrol,789
99000.0,15000.0,432,0,2,1,MNC,No History,Electric,697
160000.0,12000.0,580,1,2,0,MNC,No History,Electric,655
75000.0,8000.0,273,0,1,1,Self,Ongoing,Diesel,630
31000.0,9425.0,380,0,2,1,Self,No History,Petrol,721
53000.0,20000.0,293,1,1,1,Govt,No History,Diesel,677
525000.0,24000.0,101,0,2,1,Self,Paid,Petrol,715
60000.0,23050.0,551,1,0,0,MNC,Ongoing,Diesel,674
60000.0,15000.0,275,1,2,1,MNC,Paid,Electric,723
47000.0,9000.0,232,0,2,1,Self,No History,Petrol,714
35000.0,15000.0,186,1,2,1,MNC,Ongoing,Diesel,690
35000.0,10000.0,471,0,0,1,Govt,Paid,Diesel,757
55000.0,7200.0,522,1,1,1,Self,Ongoing,Petrol,678
102000.0,7200.0,204,1,2,1,Self,Ongoing,Electric,661
50000.0,8000.0,446,1,2,1,MNC,No History,Electric,687
92000.0,21000.0,394,0,2,1,MNC,Ongoing,Electric,628
100000.0,6000.0,107,0,2,1,MNC,No History,Petrol,703
65000.0,20000.0,281,0,2,1,Govt,No History,Electric,687
120000.0,24000.0,577,0,0,1,MNC,Paid,Diesel,780
40000.0,14000.0,104,1,2,0,Govt,Ongoing,Petrol,614
65000.0,18675.0,379,1,1,1,Self,Ongoing,Diesel,605
95000.0,24000.0,308,0,2,1,Govt,Ongoing,Petrol,662
40000.0,2500.0,496,1,0,1,MNC,Paid,Diesel,755
33500.0,10000.0,303,1,2,0,Self,No History,Electric,654
155000.0,15000.0,522,1,1,1,Self,Ongoing,Petrol,650
110000.0,24000.0,119,1,2,1,Self,Paid,Petrol,753
80000.0,16800.0,451,1,0,1,Govt,No History,Diesel,672
55000.0,16225.0,358,0,1,1,MNC,No History,Diesel,651
100000.0,31200.0,274,1,2,1,MNC,Paid,Electric,794
55000.0,10000.0,221,1,2,1,MNC,No History,Electric,722
65000.0,24000.0,239,0,2,0,MNC,Paid,Petrol,792
150000.0,35000.0,522,0,0,0,Govt,No History,Diesel,716
80365.0,35000.0,313,0,2,1,MNC,No History,Electric,702
80000.0,16400.0,383,0,2,1,Self,Ongoing,Electric,648
54000.0,20000.0,203,1,2,0,MNC,Paid,Petrol,719
75000.0,30000.0,239,0,1,1,Self,Paid,Diesel,749
145000.0,24000.0,425,0,0,1,MNC,Ongoing,Diesel,619
46000.0,6000.0,131,0,2,1,Self,No History,Diesel,695
54000.0,15600.0,351,1,2,1,MNC,Ongoing,Petrol,617
80000.0,4000.0,475,1,0,1,Govt,No History,Diesel,655
55000.0,8000.0,146,1,2,0,Self,Ongoing,Electric,610
100000.0,24000.0,153,0,2,1,MNC,Paid,Electric,797
180000.0,35000.0,122,0,2,0,MNC,Ongoing,Diesel,665
145000.0,22025.0,147,0,2,1,MNC,No History,Electric,667
80000.0,10000.0,289,1,1,1,Govt,No History,Diesel,686
80000.0,14000.0,585,0,2,1,Self,No History,Electric,711
200000.0,35000.0,454,0,0,0,Govt,No History,Diesel,669
93288.0,17500.0,490,1,2,1,MNC,Paid,Electric,777
85000.0,6500.0,327,0,2,1,Self,Paid,Petrol,702
70000.0,5000.0,271,1,2,0,Self,No History,Petrol,678
52000.0,10000.0,476,1,1,1,MNC,Paid,Petrol,729
128000.0,9000.0,382,0,2,0,MNC,Paid,Electric,785
39000.0,5500.0,239,0,2,1,Govt,Paid,Electric,752
70000.0,9000.0,556,0,1,1,Govt,Ongoing,Petrol,666
56000.0,3500.0,453,0,2,1,Govt,Ongoing,Electric,657
110000.0,12000.0,104,1,2,1,MNC,No History,Petrol,680
140000.0,25000.0,456,1,1,1,Self,Paid,Petrol,714
110000.0,35000.0,204,0,1,1,MNC,No History,Diesel,716
125000.0,30000.0,522,0,1,0,MNC,No History,Petrol,729
60000.0,6275.0,363,1,2,1,Self,No History,Petrol,658
425000.0,28000.0,434,0,0,0,MNC,No History,Diesel,691
80000.0,20000.0,214,1,2,0,Govt,Paid,Petrol,727
48000.0,20000.0,385,0,2,0,Govt,No History,Petrol,728
90000.0,5000.0,139,0,2,1,Self,No History,Diesel,704
27000.0,8325.0,117,0,2,0,MNC,No History,Diesel,725
139000.0,17000.0,338,1,2,1,Govt,Paid,Petrol,719
60000.0,16000.0,381,0,1,1,MNC,No History,Diesel,660
48000.0,8950.0,135,1,2,1,MNC,Ongoing,Petrol,653
60000.0,11200.0,491,1,0,1,Self,Ongoing,Diesel,625
40000.0,14400.0,342,0,1,0,Self,Paid,Diesel,768
50000.0,10000.0,476,0,0,1,Self,Ongoing,Diesel,660
54000.0,18000.0,403,0,2,0,MNC,Ongoing,Electric,682
42000.0,15100.0,116,1,2,0,MNC,Ongoing,Diesel,642
200000.0,24000.0,339,0,2,0,MNC,Paid,Electric,774
60000.0,8800.0,207,1,2,0,Govt,Paid,Petrol,735
91255.0,20000.0,390,1,2,1,Govt,Ongoing,Petrol,680
37000.0,15525.0,453,0,1,0,Self,Paid,Petrol,768
116000.0,12975.0,402,1,1,1,Govt,No History,Petrol,674
87261.0,10800.0,382,0,2,1,MNC,Ongoing,Electric,658
46000.0,10000.0,451,0,0,1,Self,Ongoing,Diesel,613
250000.0,24000.0,517,0,2,0,Govt,Paid,Electric,727
150000.0,30000.0,210,0,2,0,MNC,No History,Electric,713
64000.0,4500.0,171,1,2,1,Govt,No History,Electric,688
80000.0,6475.0,499,1,2,1,MNC,No History,Electric,671
50000.0,9475.0,166,0,2,0,Self,Paid,Electric,788
60000.0,6000.0,467,1,1,1,MNC,Paid,Petrol,700
53000.0,8000.0,395,1,2,1,MNC,Paid,Petrol,743
125000.0,28000.0,259,0,2,1,Govt,Ongoing,Electric,659
65000.0,6525.0,230,0,2,0,MNC,No History,Petrol,688
35000.0,6000.0,360,1,2,1,MNC,Paid,Electric,758
60000.0,12000.0,222,0,1,1,Self,Ongoing,Diesel,678
130000.0,4000.0,148,0,2,1,Self,Paid,Electric,717
95660.0,28000.0,325,0,2,0,MNC,Ongoing,Electric,653
70000.0,20000.0,407,0,1,0,Govt,Ongoing,Petrol,600
80000.0,4000.0,362,0,1,1,MNC,Ongoing,Diesel,615
90000.0,28000.0,132,1,2,0,Self,No History,Electric,674
65000.0,8000.0,241,0,1,1,Govt,Paid,Diesel,722
101000.0,16000.0,484,0,1,1,Govt,No History,Petrol,658
81000.0,20800.0,108,1,2,0,MNC,Paid,Diesel,718
250000.0,20000.0,284,0,2,1,Govt,Paid,Petrol,727
90000.0,30400.0,592,0,2,1,Govt,Paid,Electric,758
80000.0,15000.0,463,0,2,1,Govt,No History,Electric,725
65000.0,12000.0,271,1,1,1,MNC,No History,Diesel,699
125000.0,15000.0,577,1,0,1,MNC,Paid,Diesel,791
60000.0,23500.0,198,0,2,0,MNC,Ongoing,Petrol,630
104000.0,30000.0,533,0,1,1,Self,Ongoing,Petrol,686
130000.0,21000.0,574,1,0,1,Self,No History,Diesel,695
57000.0,16000.0,571,0,0,1,Govt,No History,Diesel,658
68000.0,24000.0,565,1,0,1,MNC,Paid,Diesel,776
100000.0,12000.0,232,1,2,1,Self,No History,Petrol,680
30000.0,6475.0,228,0,1,1,Self,Ongoing,Diesel,625
120000.0,20000.0,319,1,2,1,Govt,Paid,Electric,745
62000.0,14400.0,444,1,0,1,MNC,Paid,Diesel,706
67000.0,15000.0,211,0,2,1,Self,Paid,Petrol,766
79000.0,24500.0,198,1,2,1,Self,Paid,Diesel,749
78000.0,8000.0,365,1,2,1,MNC,Ongoing,Petrol,662
25000.0,1675.0,241,0,2,1,Govt,Paid,Petrol,791
100000.0,11675.0,429,1,2,1,Govt,Paid,Electric,725
60768.0,8000.0,454,1,2,1,Self,Paid,Electric,773
250000.0,18000.0,413,1,2,1,Govt,Ongoing,Electric,645
135000.0,15000.0,122,1,2,1,MNC,No History,Diesel,704
80000.0,20000.0,229,0,2,0,Self,No History,Electric,671
35000.0,8000.0,205,0,1,0,MNC,Paid,Diesel,715
62000.0,12000.0,401,1,1,1,Govt,Ongoing,Petrol,660
65000.0,25000.0,237,0,2,0,Govt,Ongoing,Petrol,667
68000.0,15000.0,463,0,2,1,Self,No History,Electric,678
45000.0,12000.0,143,0,2,1,Govt,Paid,Petrol,788
117000.0,20000.0,398,1,2,1,Self,Paid,Electric,755
39600.0,1500.0,163,1,2,1,Self,Ongoing,Diesel,661
90000.0,12000.0,108,1,2,0,Self,Ongoing,Electric,621
54000.0,12000.0,311,0,1,1,Govt,Paid,Diesel,712
30600.0,11000.0,595,1,0,0,MNC,No History,Diesel,726
49872.95,22925.0,468,0,0,0,MNC,Paid,Diesel,769
220000.0,18000.0,383,0,2,1,Self,Ongoing,Petrol,613
74000.0,24000.0,289,1,2,1,MNC,Ongoing,Petrol,651
81360.0,20000.0,136,0,2,1,MNC,Paid,Petrol,742
50000.0,16800.0,467,1,1,0,Govt,Paid,Petrol,794
58000.0,12000.0,256,0,2,0,Govt,Ongoing,Electric,633
123000.0,35000.0,555,1,0,1,Govt,Ongoing,Diesel,623
60000.0,16200.0,417,0,0,1,Self,Paid,Diesel,748
65000.0,3600.0,459,0,0,0,MNC,No History,Diesel,717
34180.0,12000.0,347,0,1,1,Govt,Ongoing,Diesel,644
65631.9,5000.0,210,0,2,1,MNC,Paid,Electric,782
72000.0,13000.0,366,1,2,1,MNC,Ongoing,Petrol,672
62000.0,20000.0,203,1,1,0,MNC,Ongoing,Diesel,620
53000.0,5000.0,123,1,2,1,Self,Ongoing,Diesel,632
24000.0,10550.0,295,0,2,1,MNC,Ongoing,Electric,636
63000.0,13000.0,213,1,2,0,Self,Paid,Petrol,735
65000.0,5000.0,166,1,2,1,Self,No History,Electric,715
104000.0,4000.0,524,1,2,1,Govt,No History,Electric,704
333600.0,35000.0,360,0,2,1,Govt,Paid,Petrol,726
46000.0,5600.0,468,0,2,1,Govt,No History,Electric,654
54000.0,9600.0,545,0,1,1,MNC,Ongoing,Petrol,633
100000.0,5000.0,270,0,1,1,MNC,Paid,Diesel,781
110723.0,30000.0,304,1,2,0,MNC,Ongoing,Petrol,643
35000.0,7675.0,370,1,2,0,Self,No History,Electric,730
101000.0,26025.0,169,0,2,1,Self,Ongoing,Electric,667
14400.0,5000.0,253,1,2,0,Govt,Ongoing,Petrol,685
80000.0,20000.0,539,1,0,1,Self,Paid,Diesel,775
25000.0,5000.0,396,0,2,1,Self,Paid,Petrol,738
108000.0,26000.0,512,0,2,1,MNC,No History,Electric,650
55000.0,12000.0,455,1,1,0,MNC,Ongoing,Petrol,661
100000.0,30000.0,148,1,2,0,MNC,No History,Diesel,656
47000.0,10000.0,412,0,2,1,MNC,No History,Electric,672
45000.0,7850.0,476,0,0,1,Self,No History,Diesel,690
67600.0,24000.0,443,0,0,0,Govt,Paid,Diesel,760
166400.0,35000.0,368,0,1,0,MNC,No History,Diesel,670
80000.0,30000.0,129,1,2,1,MNC,Paid,Electric,706
34000.0,11900.0,145,1,2,0,Self,Paid,Petrol,797
89450.55,15375.0,234,0,2,1,Govt,Paid,Electric,726
31000.0,9400.0,189,1,2,1,MNC,No History,Petrol,656
92000.0,24000.0,541,1,1,1,Govt,No History,Petrol,655
120000.0,21000.0,452,1,1,0,Self,Paid,Petrol,709
72576.0,8950.0,209,0,2,1,Self,Paid,Petrol,785
120000.0,12000.0,581,0,1,1,MNC,Paid,Petrol,737
65000.0,10850.0,509,1,2,1,Govt,No History,Electric,725
50000.0,10850.0,481,1,1,1,Govt,Ongoing,Petrol,616
120000.0,14000.0,204,0,2,1,Govt,No History,Petrol,695
41200.0,10000.0,201,0,2,1,Govt,Ongoing,Electric,646
57000.0,22000.0,314,0,2,1,MNC,No History,Electric,678
75000.0,10000.0,250,0,2,0,MNC,No History,Electric,661
58196.4,10000.0,411,1,0,1,Govt,No History,Diesel,689
41558.0,12450.0,165,0,2,0,MNC,Ongoing,Electric,639
28750.0,2525.0,293,1,2,0,Self,Paid,Petrol,797
125000.0,12000.0,240,1,2,0,Govt,No History,Electric,700
82000.0,25000.0,322,0,2,0,Self,No History,Electric,675
110000.0,25000.0,340,0,2,1,Self,Paid,Electric,772
116000.0,28000.0,319,1,2,0,Govt,Ongoing,Electric,617
165000.0,24000.0,231,1,1,1,MNC,No History,Diesel,702
215099.0,35000.0,482,0,1,1,MNC,No History,Petrol,707
62000.0,20000.0,379,1,1,1,Self,Ongoing,Diesel,630
100000.0,6000.0,183,1,2,1,MNC,No History,Diesel,723
42000.0,18475.0,130,0,2,1,Govt,No History,Petrol,654
93750.0,24000.0,131,0,2,1,Govt,Ongoing,Diesel,671
42000.0,15000.0,215,0,1,1,Self,Ongoing,Diesel,619
103000.0,2850.0,547,1,0,0,Govt,Paid,Diesel,756
55000.0,15000.0,282,0,1,0,Govt,No History,Diesel,705
50000.0,10000.0,246,0,2,1,Govt,No History,Petrol,662
82000.0,20000.0,540,0,2,1,Self,Paid,Electric,752
45000.0,12500.0,332,1,2,1,MNC,Paid,Petrol,732
100000.0,15000.0,471,0,2,1,Self,Paid,Electric,745
45000.0,18000.0,547,0,2,0,Self,No History,Electric,702
30000.0,7000.0,222,0,1,1,Govt,Ongoing,Diesel,686
35000.0,6000.0,251,0,2,1,Govt,Paid,Petrol,746
52000.0,20000.0,127,0,2,0,Self,No History,Petrol,690
80000.0,20000.0,393,0,2,1,Self,No History,Electric,713
89000.0,6000.0,384,0,2,1,Self,Paid,Electric,734
70000.0,1500.0,126,1,2,1,Self,Paid,Diesel,799
32000.0,7525.0,409,1,1,0,Govt,No History,Petrol,663
65000.0,25000.0,152,1,2,0,Self,No History,Diesel,669
52500.0,13550.0,367,0,1,1,MNC,Paid,Diesel,712
65000.0,6000.0,502,1,2,1,Self,No History,Electric,658
80000.0,20425.0,255,0,2,0,Self,Ongoing,Electric,644
90000.0,18000.0,422,0,1,0,Govt,Ongoing,Petrol,628
62000.0,3975.0,372,0,1,1,MNC,Ongoing,Diesel,616
47000.0,20000.0,247,1,1,1,Govt,Paid,Diesel,714
58460.0,19200.0,328,1,2,0,MNC,No History,Petrol,716
75000.0,11800.0,154,1,2,1,Self,No History,Electric,667
100000.0,24000.0,591,1,1,1,Govt,No History,Petrol,677
123000.0,24000.0,251,0,1,1,Govt,No History,Diesel,722
100000.0,14000.0,418,1,1,1,Govt,Paid,Petrol,713
55000.0,18000.0,134,0,2,1,Govt,Ongoing,Petrol,687
130000.0,25000.0,274,0,2,1,Govt,No History,Electric,688
108000.0,25775.0,423,1,1,0,MNC,Ongoing,Petrol,631
55000.0,27500.0,477,0,1,1,Govt,Ongoing,Petrol,626
140000.0,15000.0,189,0,2,1,Self,Paid,Petrol,768
76000.0,26575.0,304,0,2,1,Self,Paid,Electric,755
40000.0,17600.0,199,0,2,1,Self,Ongoing,Diesel,621
37000.0,5000.0,316,0,2,1,Govt,Ongoing,Petrol,654
125000.0,28000.0,564,1,0,0,Self,Ongoing,Diesel,654
80000.0,25000.0,202,1,1,1,Self,No History,Diesel,654
59000.0,9000.0,459,0,1,1,Govt,Paid,Petrol,751
96000.0,19200.0,344,1,2,1,MNC,Ongoing,Petrol,606
130000.0,21000.0,184,0,2,1,MNC,Paid,Diesel,752
96000.0,15000.0,266,0,2,0,Self,Ongoing,Petrol,615
80000.0,8000.0,113,0,2,0,Self,No History,Petrol,662
50000.0,14400.0,327,1,2,1,Self,No History,Petrol,728
80000.0,10000.0,535,1,1,1,MNC,Ongoing,Petrol,629
70000.0,12000.0,351,0,2,0,MNC,No History,Petrol,665
57660.0,13000.0,349,1,2,1,MNC,Paid,Petrol,743
88000.0,28000.0,499,1,0,0,MNC,Ongoing,Diesel,620
74000.0,9000.0,447,0,0,1,MNC,Paid,Diesel,745
115000.0,15000.0,532,1,2,1,MNC,Paid,Electric,786
88000.0,32000.0,318,0,2,1,Govt,Ongoing,Electric,647
38000.0,6025.0,282,0,2,1,Self,Paid,Electric,765
75000.0,24000.0,587,0,2,0,MNC,Paid,Electric,763
52000.0,10400.0,494,0,1,0,Self,Paid,Petrol,709
29000.0,2700.0,355,1,2,1,Govt,No History,Electric,712
49000.0,4000.0,293,1,2,1,MNC,No History,Electric,697
107000.0,6375.0,484,0,2,0,Govt,Ongoing,Electric,673
70095.0,21300.0,315,0,2,1,Govt,Ongoing,Electric,618
26700.0,2000.0,506,1,2,1,Self,No History,Electric,673
100000.0,20000.0,564,0,2,1,MNC,Ongoing,Electric,635
104640.0,35000.0,103,0,2,1,MNC,Ongoing,Electric,655
110000.0,12000.0,478,1,2,1,MNC,Paid,Electric,758
55000.0,15000.0,127,0,2,0,Govt,No History,Electric,702
37000.0,8000.0,406,0,2,1,MNC,No History,Electric,692
71000.0,6600.0,343,0,1,1,MNC,Ongoing,Diesel,607
42000.0,19300.0,206,1,2,1,Govt,Paid,Petrol,755
90000.0,35000.0,244,0,1,0,Self,No History,Diesel,678
150000.0,35000.0,353,0,2,1,Self,Paid,Electric,712
86000.0,13000.0,303,0,2,1,MNC,No History,Electric,666
120000.0,16000.0,195,0,2,1,MNC,No History,Electric,694
89000.0,24000.0,281,0,2,1,Govt,Ongoing,Petrol,667
155000.0,15000.0,492,1,0,1,Govt,Ongoing,Diesel,671
124000.0,20000.0,263,0,2,1,MNC,Ongoing,Petrol,673
160000.0,22725.0,195,0,2,0,Self,Ongoing,Petrol,615
75000.0,16000.0,214,0,2,1,Self,Paid,Electric,735
60000.0,15000.0,334,1,1,0,Govt,Paid,Diesel,729
61097.0,20000.0,304,1,2,1,MNC,No History,Petrol,657
120000.0,18000.0,556,1,0,1,Govt,Ongoing,Diesel,629
105000.0,12000.0,206,1,1,1,MNC,Ongoing,Diesel,678
96400.0,4800.0,329,1,2,1,Govt,No History,Petrol,657
82300.0,25000.0,309,1,2,0,Self,No History,Petrol,720
87100.0,8800.0,236,1,2,1,Self,Paid,Petrol,730
35000.0,1000.0,173,0,2,1,MNC,Ongoing,Petrol,603
192000.0,27975.0,251,1,2,1,Self,Paid,Petrol,746
105000.0,18700.0,240,1,2,1,Govt,Paid,Electric,792
70000.0,30000.0,275,1,2,1,Self,No History,Electric,691
46000.0,6400.0,143,1,2,1,MNC,Ongoing,Electric,614
90000.0,30950.0,209,1,2,0,MNC,Ongoing,Petrol,622
25255.0,3000.0,549,1,2,1,MNC,Paid,Electric,768
90000.0,18000.0,185,1,2,1,Govt,No History,Petrol,672
145000.0,35000.0,364,1,1,1,Self,No History,Diesel,666
45000.0,4800.0,286,1,1,1,Self,No History,Diesel,727
81500.0,16000.0,239,1,1,1,Govt,No History,Diesel,711
75000.0,16000.0,303,1,2,1,Self,Ongoing,Petrol,637
144000.0,21000.0,581,1,0,1,MNC,No History,Diesel,720
125000.0,15000.0,245,1,2,0,MNC,Paid,Electric,741
25000.0,9000.0,542,1,1,1,Self,No History,Petrol,659
67000.0,14600.0,278,0,2,1,MNC,No History,Petrol,692
35000.0,18000.0,540,1,1,0,Self,No History,Petrol,676
34980.0,15000.0,238,1,2,0,MNC,Paid,Petrol,758
70000.0,16650.0,514,1,2,0,MNC,Paid,Electric,799
170000.0,20000.0,311,0,2,1,Self,Ongoing,Petrol,672
65000.0,16100.0,230,1,1,1,Self,Paid,Diesel,727
38000.0,6500.0,252,1,2,1,MNC,Ongoing,Petrol,606
74000.0,8000.0,453,1,2,1,Govt,Ongoing,Electric,606
96000.0,27000.0,249,0,1,0,Self,Ongoing,Diesel,608
32000.0,7000.0,296,0,2,1,Self,Ongoing,Petrol,650
150000.0,5000.0,293,0,2,1,Self,Ongoing,Petrol,678
125000.0,30000.0,564,1,0,0,Govt,No History,Diesel,710
75000.0,25000.0,290,0,2,1,Govt,Ongoing,Electric,685
55000.0,9200.0,303,0,2,1,MNC,Ongoing,Petrol,655
100000.0,35000.0,284,0,2,0,Self,Paid,Petrol,756
60000.0,20400.0,286,1,2,1,MNC,Paid,Electric,701
86000.0,5000.0,371,1,2,1,MNC,Ongoing,Petrol,606
110000.0,24000.0,289,1,2,0,MNC,Paid,Electric,709
250000.0,9600.0,588,1,2,1,MNC,Ongoing,Electric,662
80000.0,10000.0,375,0,2,0,Govt,Paid,Petrol,772
72000.0,34550.0,119,0,2,1,Govt,Paid,Electric,753
50000.0,7500.0,479,1,1,1,Self,Paid,Petrol,781
48000.0,6000.0,297,0,2,1,Self,Paid,Electric,786
46000.0,16000.0,366,1,2,1,MNC,Paid,Petrol,742
101000.0,6000.0,394,0,2,1,MNC,Ongoing,Petrol,625
31452.0,6000.0,531,1,2,0,MNC,Ongoing,Electric,656
105000.0,35000.0,143,1,2,1,Govt,Paid,Diesel,767
31999.0,1000.0,101,0,2,1,Self,No History,Electric,669
55000.0,20000.0,150,0,2,0,MNC,No History,Diesel,688
124000.0,16000.0,503,0,1,1,Self,No History,Petrol,713
108000.0,35000.0,365,0,2,1,Self,No History,Electric,663
87000.0,23650.0,577,1,0,0,Self,No History,Diesel,664
145000.0,21000.0,403,0,1,1,MNC,Paid,Petrol,789
100000.0,4000.0,125,0,2,1,MNC,No History,Petrol,675
60000.0,25000.0,517,0,1,0,Govt,No History,Petrol,709
100000.0,21000.0,525,0,0,0,Govt,No History,Diesel,668
57500.0,4800.0,323,1,2,1,Self,No History,Petrol,670
55000.0,7200.0,576,0,1,1,Govt,Ongoing,Petrol,604
38168.0,16000.0,368,0,2,0,Self,No History,Petrol,715
45000.0,21600.0,406,1,1,1,Self,No History,Petrol,727
49000.0,10000.0,167,0,2,1,Govt,Ongoing,Diesel,671
130000.0,5900.0,205,0,2,1,MNC,Paid,Petrol,796
72450.0,18500.0,484,1,2,1,Self,No History,Electric,714
101947.0,6000.0,505,1,1,1,Govt,Paid,Petrol,710
72000.0,15000.0,151,1,2,1,MNC,No History,Electric,688
91000.0,16000.0,561,0,1,1,Govt,Ongoing,Petrol,618
52000.0,10000.0,316,0,2,1,Self,Ongoing,Petrol,638
55500.0,10000.0,329,1,1,1,Govt,Paid,Diesel,771
65000.0,15000.0,357,0,2,0,MNC,Ongoing,Petrol,669
90000.0,16000.0,248,0,1,1,Self,Ongoing,Diesel,628
90000.0,16000.0,205,1,1,1,MNC,Ongoing,Diesel,642
31000.0,8000.0,548,0,2,0,Govt,Paid,Electric,760
55000.0,15000.0,402,1,2,0,Self,Ongoing,Electric,652
32000.0,10000.0,319,0,2,1,Self,Ongoing,Petrol,624
42500.0,12000.0,131,0,2,0,Govt,No History,Petrol,704
55040.0,8500.0,112,0,2,1,MNC,Paid,Diesel,721
60000.0,10000.0,385,1,2,1,Govt,Paid,Electric,723
56000.0,24150.0,580,1,0,0,MNC,Paid,Diesel,792
256000.0,35000.0,163,0,2,1,Govt,Paid,Electric,729
54000.0,8000.0,196,1,2,0,MNC,Paid,Petrol,716
60000.0,5000.0,326,0,2,1,Govt,Ongoing,Petrol,627
72000.0,12000.0,440,1,0,1,Govt,Paid,Diesel,714
39000.0,10000.0,101,0,2,1,Self,Paid,Diesel,709
70000.0,16000.0,141,1,2,0,MNC,Paid,Electric,726
110000.0,20000.0,398,1,1,1,Govt,Ongoing,Diesel,670
55000.0,11000.0,284,1,2,0,MNC,Paid,Petrol,768
62000.0,13600.0,216,0,2,1,Self,Paid,Petrol,781
84000.0,26475.0,567,1,1,0,MNC,Paid,Petrol,786
45036.0,5000.0,197,0,2,1,MNC,Ongoing,Diesel,666
65000.0,17475.0,259,0,2,1,MNC,Paid,Petrol,732
51500.0,2500.0,111,1,2,1,MNC,Ongoing,Diesel,607
50000.0,20000.0,483,1,2,0,Govt,Paid,Electric,747
65000.0,8000.0,170,1,2,1,MNC,No History,Diesel,688
125000.0,23825.0,292,0,2,0,MNC,Ongoing,Petrol,611
27600.0,12675.0,250,0,2,0,Self,Ongoing,Electric,622
21600.0,1000.0,457,1,2,1,Self,Paid,Electric,791
35050.0,5000.0,224,0,2,0,Self,Paid,Electric,772
99750.0,20000.0,236,0,2,1,Self,No History,Electric,707
95000.0,30000.0,289,0,1,1,Self,Ongoing,Diesel,623
50441.0,7850.0,575,0,2,1,Self,Ongoing,Electric,658
90000.0,10325.0,329,0,2,0,Self,Paid,Petrol,702
48700.0,18500.0,123,1,2,0,Self,No History,Diesel,680
75000.0,20000.0,309,0,2,1,MNC,Ongoing,Electric,662
68000.0,8375.0,408,1,1,0,Self,No History,Petrol,709
40000.0,10000.0,225,0,2,1,Self,No History,Electric,687
84000.0,9000.0,123,0,2,1,Govt,Ongoing,Diesel,669
65000.0,10000.0,562,1,1,1,Govt,Ongoing,Petrol,645
40000.0,11000.0,243,0,2,0,Self,No History,Electric,723
50000.0,10500.0,516,1,1,1,Govt,Paid,Petrol,710
78000.0,28000.0,237,1,1,0,Self,No History,Diesel,692
80000.0,7000.0,348,1,2,1,Govt,Ongoing,Petrol,681
45000.0,5000.0,352,1,2,1,Govt,Paid,Electric,711
65000.0,7200.0,579,1,2,1,MNC,Ongoing,Electric,681
48000.0,2500.0,345,1,2,1,MNC,Paid,Petrol,759
100143.0,7000.0,363,1,2,0,MNC,Ongoing,Petrol,673
55000.0,15000.0,308,1,2,0,Govt,Ongoing,Petrol,624
97000.0,16000.0,175,1,2,1,Govt,Paid,Petrol,773
52000.0,16500.0,168,1,2,0,Govt,Paid,Electric,779
30000.0,6000.0,553,1,2,1,MNC,Paid,Electric,728
100000.0,17500.0,568,0,2,1,Self,Paid,Electric,730
46000.0,2000.0,570,0,0,1,Self,No History,Diesel,696
100000.0,23000.0,168,1,2,1,Self,No History,Electric,686
52000.0,26000.0,423,0,2,0,MNC,No History,Electric,692
32000.0,10000.0,582,1,0,1,Self,Ongoing,Diesel,608
105000.0,13725.0,345,1,2,0,Self,No History,Electric,667
70000.0,9675.0,457,0,1,1,MNC,Paid,Petrol,755
155000.0,35000.0,317,0,2,1,MNC,No History,Electric,671
39500.0,12000.0,134,0,2,1,MNC,Paid,Petrol,729
103000.0,28800.0,469,1,1,0,Self,Ongoing,Petrol,656
80000.0,16000.0,252,0,1,1,Self,Ongoing,Diesel,681
45000.0,22500.0,326,0,2,0,MNC,No History,Petrol,674
75000.0,20000.0,199,0,2,1,Self,Ongoing,Electric,618
45000.0,10000.0,470,0,2,1,MNC,Paid,Electric,786
100000.0,4200.0,483,1,1,1,MNC,Paid,Petrol,746
